project_name,scenario_name,total_revenue,total_costs_excl_financing,total_interest_and_fees,total_debt_service_for_ratio,total_cfads,total_net_cash_flow,ending_escrow_balance,ending_project_cash_balance,peak_debt,ending_debt,min_dscr,min_iscr,max_liquidity_shortfall,final_effective_rate_annual,collateral_value_net,collateral_coverage_ratio,repaid_at_rvz,debt_fully_repaid
fast_sales_upside,fast_sales_upside_1,2436993470.5463805,1553488019.7675354,53912041.13030467,1099046413.7103047,883505450.778845,913113867.0685403,0.0,913113867.0685405,1045134372.58,0.0,1.9271032384788238,242.8150080483318,60278756.121902086,0.03563528317090554,1400238000.0,1.2740481043679432,True,True
fast_sales_upside,fast_sales_upside_2,2246767256.516893,1486680004.648372,53539441.8337609,1098673814.413761,760087251.8685207,790068267.45476,0.0,790068267.45476,1045134372.58,0.0,1.7484975044765498,220.3106855640453,46489335.609245725,0.03571477618125108,1400238000.0,1.2744801793125016,True,True
fast_sales_upside,fast_sales_upside_3,2382208990.088618,1537942923.4376452,53894363.33141184,1099028735.911412,844266066.6509725,873892160.7395607,0.0,873892160.739561,1045134372.58,0.0,1.8879822934312898,237.8857689723425,58286724.939034574,0.0356390218951909,1400238000.0,1.2740685973409047,True,True
fast_sales_upside,fast_sales_upside_4,2280793957.384337,1496555723.2874901,53583198.49061582,1098717571.070616,784238234.0968468,814175493.026231,0.0,814175493.0262312,1045134372.58,0.0,1.7734481125249222,223.45446217814018,47784892.958681606,0.0357053650582301,1400238000.0,1.2744294228730462,True,True
fast_sales_upside,fast_sales_upside_5,2295109845.075886,1502096323.3416727,53568350.64506147,1098702723.2250617,793013521.7342137,822965628.5091523,0.0,822965628.5091523,1045134372.58,0.0,1.7879066672443378,225.27624007278655,48312911.364148654,0.03570855623367516,1400238000.0,1.2744466454855334,True,True
fast_sales_upside,fast_sales_upside_6,2458221962.8775682,1559511604.4665098,53850909.69407189,1098985282.274072,898710358.4110583,928379906.1369866,0.0,928379906.1369866,1045134372.58,0.0,1.9396214247555807,244.3922995192032,58200569.30773545,0.035648225793715405,1400238000.0,1.274118973734172,True,True
fast_sales_upside,fast_sales_upside_7,2229055304.3412147,1483984718.8306165,53476928.574631564,1098611301.1546316,745070585.510598,775114114.3559663,0.0,775114114.3559664,1045134372.58,0.0,1.7422513393399348,219.5236687568318,45541259.72353134,0.03572825680497174,1400238000.0,1.2745526998751617,True,True
fast_sales_upside,fast_sales_upside_8,2410547563.0938263,1545983993.527873,53947141.56162176,1099081514.1416218,864563569.565953,894136885.4243313,0.0,894136885.4243315,1045134372.58,0.0,1.9084595899874033,240.46590833841282,59614738.95447885,0.03562786927157621,1400238000.0,1.27400741617748,True,True
fast_sales_upside,fast_sales_upside_9,2523917994.9516864,1567148729.2994468,53915917.63448877,1099050290.214489,956769265.6522397,986373805.437751,0.0,986373805.4377513,1045134372.58,0.0,1.9536597775658413,246.161131973296,59012507.85620754,0.03563446375138999,1400238000.0,1.274043610621978,True,True
fast_sales_upside,fast_sales_upside_10,2165676012.1729484,1466244944.4760134,53444085.374480374,1098578457.9544804,699431067.6969352,729507439.7424549,0.0,729507439.742455,1045134372.58,0.0,1.6977694112661978,213.91894581954094,43310026.42007082,0.03573535597670394,1400238000.0,1.2745908040170388,True,True
fast_sales_upside,fast_sales_upside_11,2357829726.313778,1531025307.3415346,53769459.470723785,1098903832.0507238,826804418.9722433,856555416.9215196,0.0,856555416.9215196,1045134372.58,0.0,1.8681114075841914,235.3820373556081,54689580.97816039,0.035665530672239536,1400238000.0,1.2742134108195258,True,True
fast_sales_upside,fast_sales_upside_12,2117226280.969686,1452697545.6308815,53370104.7328637,1098504477.3128638,664528735.3388046,694679088.0259409,0.0,694679088.025941,1045134372.58,0.0,1.6628864780276036,209.52369623147806,40588517.23698809,0.035751389531043516,1400238000.0,1.2746766434900927,True,True
fast_sales_upside,fast_sales_upside_13,2432108571.3513656,1541578781.3395982,53773689.93841127,1098908062.5184114,890529790.0117675,920276557.4933563,0.0,920276557.4933565,1045134372.58,0.0,1.8889099799080735,238.00265746841728,54972234.79070195,0.03566463016404746,1400238000.0,1.2742085054786283,True,True
fast_sales_upside,fast_sales_upside_14,2403768971.572872,1544060568.1838024,53918260.439874776,1099052633.0198748,859708403.3890693,889310600.3691946,0.0,889310600.3691944,1045134372.58,0.0,1.9035614171407385,239.84873855973305,59280821.21428896,0.0356339686021223,1400238000.0,1.2740408947955078,True,True
fast_sales_upside,fast_sales_upside_15,2460522004.7831717,1560164241.357225,54007630.49338579,1099142003.073386,900357763.4259468,929870590.3525611,0.0,929870590.3525614,1045134372.58,0.0,1.9445708459250561,245.01592658655707,61924077.762263514,0.03561512265190983,1400238000.0,1.273937303901315,True,True
fast_sales_upside,fast_sales_upside_16,2148970912.3006325,1461433971.5267155,53428264.503306136,1098562637.0833063,687536940.7739166,717629133.6906106,0.0,717629133.6906104,1045134372.58,0.0,1.6853893383471803,212.35905663174472,42429585.45337366,0.03573877983586229,1400238000.0,1.2746091599452578,True,True
fast_sales_upside,fast_sales_upside_17,2293560194.178052,1502355456.0589838,53641094.4892115,1098775467.0692115,791204738.1190681,821084101.0498568,0.0,821084101.0498567,1045134372.58,0.0,1.789076209638746,225.423602414482,48631161.77339638,0.03569294405960876,1400238000.0,1.274362271424649,True,True
fast_sales_upside,fast_sales_upside_18,2284960858.0260444,1497638497.8500104,53557470.81381736,1098691843.3938174,787322360.1760336,817285346.7822164,0.0,817285346.7822167,1045134372.58,0.0,1.776086122719656,223.78685146267668,47852504.91172383,0.03571089606873168,1400238000.0,1.2744592657343463,True,True
fast_sales_upside,fast_sales_upside_19,2335181136.5911355,1512051724.9237335,53630436.54390711,1098764809.1239073,823129411.6674018,853019432.5434947,0.0,853019432.5434946,1045134372.58,0.0,1.8128304625943916,228.41663828689335,50175521.80858589,0.03569522795093696,1400238000.0,1.2743746326536163,True,True
fast_sales_upside,fast_sales_upside_20,2405687700.3333273,1544605007.4695816,53814821.8433257,1098949194.4233258,861082692.8637457,890788328.4404202,0.0,890788328.44042,1045134372.58,0.0,1.902626361103489,239.73092149903962,56818015.86460715,0.035655884467663115,1400238000.0,1.2741608138989315,True,True
fast_sales_upside,fast_sales_upside_21,2458926355.3743215,1559711475.8374636,53883822.9649285,1099018195.5449286,899214879.5368578,928851513.9919292,0.0,928851513.9919294,1045134372.58,0.0,1.9400884419732018,244.45114368862343,58220961.96548907,0.03564125264611017,1400238000.0,1.2740808165652953,True,True
fast_sales_upside,fast_sales_upside_22,2512701691.5670156,1561125625.8937054,53829721.317334406,1098964093.8973346,951576065.6733106,981266801.7759763,0.0,981266801.7759764,1045134372.58,0.0,1.9369675531065247,244.05791169142213,57896238.32179598,0.03565272081227191,1400238000.0,1.2741435391526184,True,True
fast_sales_upside,fast_sales_upside_23,2143966232.7052374,1460451570.200762,53430716.79245724,1098565089.3724573,683514662.5044754,713604403.1320181,0.0,713604403.1320181,1045134372.58,0.0,1.6827529740888132,212.02687473519046,41926212.23070548,0.035738248950220215,1400238000.0,1.274606314678969,True,True
fast_sales_upside,fast_sales_upside_24,2314990845.090209,1518869774.7943468,53648819.071563095,1098783191.6515632,796121070.2958617,825992708.6442988,0.0,825992708.6442987,1045134372.58,0.0,1.8363233941713726,231.37674766559294,51763761.83798013,0.035691289508447646,1400238000.0,1.2743533124995523,True,True
fast_sales_upside,fast_sales_upside_25,2107298751.693635,1449798347.678958,53362010.68837251,1098496383.2683725,657500404.0146774,687658850.7463048,0.0,687658850.7463049,1045134372.58,0.0,1.6555506520484067,208.59938215809925,40209541.32282027,0.03575314729652149,1400238000.0,1.2746860356825676,True,True
fast_sales_upside,fast_sales_upside_26,2423029009.7321644,1549525604.0115016,53900061.5517286,1099034434.1317286,873503405.7206632,903123801.5889344,0.0,903123801.5889343,1045134372.58,0.0,1.9165485947160315,241.48512293421996,59149552.446781956,0.03563781641001961,1400238000.0,1.2740619916119658,True,True
fast_sales_upside,fast_sales_upside_27,2461641535.6669145,1557816281.0915003,53860022.0859971,1098994394.6659973,903825254.5754137,933485689.9094166,0.0,933485689.9094166,1045134372.58,0.0,1.9339782236743317,243.6812561829658,57812207.50248713,0.03564629407670215,1400238000.0,1.2741084092840673,True,True
fast_sales_upside,fast_sales_upside_28,2453083554.3854833,1558053581.056881,53918018.86624635,1099052391.4462464,895029973.3286029,924632411.8823566,0.0,924632411.8823565,1045134372.58,0.0,1.9372834187388326,244.0977107610929,59484984.86735184,0.03563401965580937,1400238000.0,1.2740411748319136,True,True
fast_sales_upside,fast_sales_upside_29,2387944181.416295,1531738120.3685675,53745745.37962633,1098880117.9596264,856206061.0477272,885980773.0881009,0.0,885980773.088101,1045134372.58,0.0,1.8651418444519212,235.00787240094206,53464458.00371315,0.035670581981846736,1400238000.0,1.2742409086442728,True,True
fast_sales_upside,fast_sales_upside_30,2216930022.5271325,1481032828.8536758,53518372.99684597,1098652745.5768461,735897193.6734561,765899278.0966101,0.0,765899278.0966101,1045134372.58,0.0,1.7350887369902661,218.62118086077353,45255692.063602634,0.03571931489981041,1400238000.0,1.274504619987826,True,True
fast_sales_upside,fast_sales_upside_31,2463902102.6019287,1561123344.1132972,54093285.848829255,1099227658.4288294,902778758.4886314,932205930.0598022,0.0,932205930.0598024,1045134372.58,0.0,1.9470132859664313,245.32367403177037,62161837.51955097,0.03559713709332875,1400238000.0,1.2738380346082423,True,True
fast_sales_upside,fast_sales_upside_32,2301424790.3894577,1504510494.0432239,53600153.10670623,1098734525.6867063,796914296.3462346,826834600.6595284,0.0,826834600.6595285,1045134372.58,0.0,1.7949456442154506,226.16315117114678,49370249.53302302,0.035701723943685926,1400238000.0,1.2744097571020214,True,True
fast_sales_upside,fast_sales_upside_33,2067168117.3519812,1438537815.388778,53292092.55046542,1098426465.1304655,628630301.9632032,658858666.8327379,0.0,658858666.8327379,1045134372.58,0.0,1.6268843424528834,204.9874271490633,38303757.76208197,0.03576836070720536,1400238000.0,1.2747671732706174,True,True
fast_sales_upside,fast_sales_upside_34,2552939836.187934,1586387801.0183263,54223579.50480121,1099357952.0848012,966552035.1696081,995848913.0848069,0.0,995848913.0848068,1045134372.58,0.0,2.011351461180469,253.43028410873904,66298829.18689332,0.03556992210897691,1400238000.0,1.2736870619297525,True,True
fast_sales_upside,fast_sales_upside_35,2294112171.387082,1500197596.2955627,53591743.452838734,1098726116.0328388,793914575.0915197,823843289.0586811,0.0,823843289.058681,1045134372.58,0.0,1.7825855253023122,224.60577618809134,48292000.55051977,0.035703529590992676,1400238000.0,1.2744195114391452,True,True
fast_sales_upside,fast_sales_upside_36,2160240542.076597,1464648918.5805705,53459935.8850265,1098594308.4650266,695591623.4960272,725652145.0310009,0.0,725652145.0310009,1045134372.58,0.0,1.693621334152778,213.39628810325004,43010185.79882001,0.035731928392597034,1400238000.0,1.2745724142303583,True,True
fast_sales_upside,fast_sales_upside_37,2318588094.0707836,1509444362.4374433,53638697.79715791,1098773070.377158,809143731.6333406,839025491.2561827,0.0,839025491.2561827,1045134372.58,0.0,1.8070946597643167,227.6939271303039,49723167.61087034,0.035693457542230494,1400238000.0,1.2743650511195757,True,True
fast_sales_upside,fast_sales_upside_38,2367286689.550301,1533708720.659898,53907380.54848477,1099041753.128485,833577968.8904032,863191045.7619184,0.0,863191045.7619187,1045134372.58,0.0,1.877199521364171,236.52713969188557,57628238.631883375,0.03563626853549202,1400238000.0,1.2740535070793653,True,True
fast_sales_upside,fast_sales_upside_39,2339706825.676675,1513095852.235397,53626596.64874557,1098760969.2287457,826610973.4412774,856504834.2125317,0.0,856504834.2125317,1045134372.58,0.0,1.8153478726630643,228.7338319555461,50302348.05197137,0.03569605109625753,1400238000.0,1.2743790862746702,True,True
fast_sales_upside,fast_sales_upside_40,2442274541.903425,1544014415.5292752,53750244.58624972,1098884617.1662498,898260126.3741499,928030339.2079002,0.0,928030339.2079003,1045134372.58,0.0,1.8947247487467884,238.73531834209535,55140125.39424086,0.035669623158722664,1400238000.0,1.27423569146947,True,True
fast_sales_upside,fast_sales_upside_41,2320604630.9259243,1512906776.2703931,53658681.49317084,1098793054.073171,807697854.6555316,837559630.5823609,0.0,837559630.582361,1045134372.58,0.0,1.817420929944,228.99503717294402,50506820.90805494,0.035689177962362074,1400238000.0,1.2743418743041628,True,True
fast_sales_upside,fast_sales_upside_42,2161646691.283863,1462946750.688173,53458213.37523905,1098592585.955239,698699940.5956901,728762184.6404511,0.0,728762184.6404513,1045134372.58,0.0,1.688367206116104,212.7342679706291,42769597.14166843,0.03573230074541093,1400238000.0,1.274574412663159,True,True
fast_sales_upside,fast_sales_upside_43,2119327680.0384336,1453014585.5755117,53376587.36525281,1098510959.945253,666313094.4629216,696456964.5176688,0.0,696456964.5176686,1045134372.58,0.0,1.663488892023196,209.5996003949227,40562209.31167147,0.03574998222137264,1400238000.0,1.2746691212528134,True,True
fast_sales_upside,fast_sales_upside_44,2232600448.967619,1484755506.2709699,53526713.75719223,1098661086.3371923,747844942.6966494,777838686.3594571,0.0,777838686.3594574,1045134372.58,0.0,1.7444729097032698,219.803586622612,46097691.37380474,0.03571751754041163,1400238000.0,1.2744949442673263,True,True
fast_sales_upside,fast_sales_upside_45,2451630213.7118177,1557641195.6407282,53909526.73417006,1099043899.3141701,893989018.0710899,923599948.7569197,0.0,923599948.75692,1045134372.58,0.0,1.9376696621555025,244.14637743159332,60924353.673900776,0.03563581474975552,1400238000.0,1.2740510191392558,True,True
fast_sales_upside,fast_sales_upside_46,2369496683.5793796,1534335806.465649,53885674.31909239,1099020046.8990924,835160877.1137305,864795660.2146382,0.0,864795660.2146381,1045134372.58,0.0,1.878796450860669,236.7283528084443,57705982.133799426,0.03564086074426531,1400238000.0,1.2740786703125209,True,True
fast_sales_upside,fast_sales_upside_47,2151876022.30155,1462200145.3818862,53398539.88955714,1098532912.4695573,689675876.9196634,719797794.4501064,0.0,719797794.4501065,1045134372.58,0.0,1.6868613263027745,212.5445271141496,42044261.73431947,0.03574521992450539,1400238000.0,1.2746436489118877,True,True
fast_sales_upside,fast_sales_upside_48,2145456769.5277324,1460901351.4249525,53411881.802584335,1098546254.3825843,684555418.1027803,714663993.7201959,0.0,714663993.7201958,1045134372.58,0.0,1.6839346099310524,212.17576085131262,42004104.019771464,0.03574232811264418,1400238000.0,1.2746281682849807,True,True
fast_sales_upside,fast_sales_upside_49,2075743313.051188,1441018119.8820412,53297960.732794754,1098432333.312795,634725193.1691469,664947689.8563522,0.0,664947689.8563523,1045134372.58,0.0,1.633222610180317,205.78604888271994,38703700.080285825,0.03576708182319338,1400238000.0,1.2747603630502942,True,True
fast_sales_upside,fast_sales_upside_50,2341417971.400894,1513613557.4887142,53627595.76136739,1098761968.3413675,827804413.9121797,857697275.5708123,0.0,857697275.5708125,1045134372.58,0.0,1.816734496304327,228.90854653434522,50442037.77096138,0.03569583690486921,1400238000.0,1.2743779274720664,True,True
fast_sales_upside,fast_sales_upside_51,2189467012.1702113,1472865234.3247337,53483244.91735497,1098617617.497355,716601777.8454775,746638990.3481226,0.0,746638990.3481226,1045134372.58,0.0,1.714481318805381,216.02464616947802,44306019.92899863,0.03572689282831856,1400238000.0,1.2745453720191877,True,True
fast_sales_upside,fast_sales_upside_52,2505162382.56121,1561715664.965443,53874809.43540537,1099009182.0154054,943446717.5957673,973092365.5803618,0.0,973092365.5803621,1045134372.58,0.0,1.9397165763207818,244.4042886164185,58049485.950329416,0.035643161173037244,1400238000.0,1.27409126594574,True,True
fast_sales_upside,fast_sales_upside_53,2268652366.4810767,1495469501.684533,53598912.83510793,1098733285.415108,773182864.7965438,803104409.3814359,0.0,803104409.3814359,1045134372.58,0.0,1.7720518429014571,223.2785322055836,47949193.6482167,0.03570199019685247,1400238000.0,1.274411195680653,True,True
fast_sales_upside,fast_sales_upside_54,2560970273.31399,1588666437.5528448,54068813.42502082,1099203186.0050209,972303835.7611454,1001755479.7561246,0.0,1001755479.7561246,1045134372.58,0.0,2.015699447695863,253.97813040967876,64972846.51559874,0.035602268044715335,1400238000.0,1.2738663950648375,True,True
fast_sales_upside,fast_sales_upside_55,2335908203.3256345,1513963313.7014642,53610312.96231318,1098744685.5423133,821944889.624171,851855034.0818578,0.0,851855034.0818579,1045134372.58,0.0,1.8182505329559826,229.0995671524538,50228805.354351066,0.03569954350743731,1400238000.0,1.2743979729093087,True,True
fast_sales_upside,fast_sales_upside_56,2440453447.4786067,1543483776.1477544,53786950.67180696,1098921323.251807,896969671.3308522,926703178.0790452,0.0,926703178.0790453,1045134372.58,0.0,1.893357044213386,238.56298757088666,55082031.377463005,0.0356618086627666,1400238000.0,1.2741931295468631,True,True
fast_sales_upside,fast_sales_upside_57,2427692041.335905,1537736867.3230064,53757578.2763037,1098891950.8563037,889955174.0128989,919718053.1565951,0.0,919718053.1565953,1045134372.58,0.0,1.877858069371966,236.6101167408677,54242496.189645015,0.035668060735054734,1400238000.0,1.274227187585526,True,True
fast_sales_upside,fast_sales_upside_58,2338181127.626718,1514443087.6452348,53643487.3550807,1098777859.9350808,823738039.9814836,853615010.0464029,0.0,853615010.0464029,1045134372.58,0.0,1.819838617121332,229.29966575728784,50802542.13499158,0.03569243145724259,1400238000.0,1.2743594961794464,True,True
fast_sales_upside,fast_sales_upside_59,2278040649.045715,1498432367.1999574,53575794.67371314,1098710167.2537131,779608281.845758,809552944.5920448,0.0,809552944.5920447,1045134372.58,0.0,1.7794480887792377,224.21045918618393,48096808.44805562,0.03570695603229855,1400238000.0,1.2744380107994926,True,True
fast_sales_upside,fast_sales_upside_60,2366973258.007427,1526025026.996358,53683046.81518214,1098817419.3951821,840948231.0110698,870785641.6158878,0.0,870785641.6158878,1045134372.58,0.0,1.8508535580460457,233.20754831380177,52657320.21366779,0.03568396573873596,1400238000.0,1.2743136168797975,True,True
